,date,close,volume,instrument
161,2023-02-01,4.15,266891473.0,1398.HK
162,2023-02-02,383.0,23755405.0,0700.HK
163,2023-02-02,4.13,229277066.0,1398.HK
164,2023-02-03,385.0,25941959.0,0700.HK
165,2023-02-02,13.68,155840025.0,1810.HK
166,2023-02-03,13.48,63211494.0,1810.HK
167,2023-02-03,4.08,271447098.0,1398.HK
168,2023-02-06,376.8,25591052.0,0700.HK
169,2023-02-06,12.82,108018475.0,1810.HK
170,2023-02-06,4.01,300492721.0,1398.HK
171,2023-02-07,380.0,19801656.0,0700.HK
172,2023-02-07,12.84,58909026.0,1810.HK
173,2023-02-07,4.05,219172307.0,1398.HK
174,2023-02-08,382.2,17269537.0,0700.HK
175,2023-02-08,4.08,228279752.0,1398.HK
176,2023-02-09,395.6,26660695.0,0700.HK
177,2023-02-08,12.46,94201792.0,1810.HK
178,2023-02-09,13.52,175278492.0,1810.HK
179,2023-02-09,4.05,187409834.0,1398.HK
180,2023-02-10,383.4,24606130.0,0700.HK
181,2023-02-10,13.08,144568255.0,1810.HK
182,2023-02-10,4.04,151607943.0,1398.HK
183,2023-03-21,343.6,21276362.0,0700.HK
184,2023-03-21,11.2,51454131.0,1810.HK
185,2023-03-21,4.17,130097337.0,1398.HK
186,2023-03-22,347.2,19654793.0,0700.HK
187,2023-03-22,4.22,180956192.0,1398.HK
188,2023-03-23,375.6,46850205.0,0700.HK
189,2023-03-22,11.4,54716717.0,1810.HK
190,2023-03-23,12.22,148255361.0,1810.HK
191,2023-03-23,4.27,209048968.0,1398.HK
192,2023-03-24,376.8,33215505.0,0700.HK
193,2023-03-24,12.44,100223599.0,1810.HK
194,2023-03-24,4.22,103168396.0,1398.HK
195,2023-03-27,362.8,25798653.0,0700.HK
196,2023-03-27,12.0,77946657.0,1810.HK
197,2023-03-27,4.18,109853647.0,1398.HK
198,2023-03-28,378.2,31337657.0,0700.HK
199,2023-03-28,4.23,155573165.0,1398.HK
200,2023-03-29,384.8,36095299.0,0700.HK
201,2023-03-28,12.14,62345310.0,1810.HK
202,2023-03-29,12.1,77274033.0,1810.HK
203,2023-03-29,4.29,276116933.0,1398.HK
204,2023-03-30,385.0,25243232.0,0700.HK
205,2023-03-30,12.14,67483886.0,1810.HK
206,2023-03-30,4.27,163171227.0,1398.HK
207,2023-03-31,385.8,25957481.0,0700.HK
208,2023-03-31,12.1,61240948.0,1810.HK
209,2023-03-31,4.18,254493724.0,1398.HK
210,2023-04-03,388.2,18773494.0,0700.HK
211,2023-04-03,4.11,277410722.0,1398.HK
212,2023-04-04,385.0,14254252.0,0700.HK
213,2023-04-03,12.16,55819222.0,1810.HK
214,2023-04-04,11.98,60026517.0,1810.HK
215,2023-04-04,4.15,223268023.0,1398.HK
216,2023-04-06,385.4,14945689.0,0700.HK
217,2023-04-06,12.08,55095054.0,1810.HK
218,2023-04-06,4.15,154073570.0,1398.HK
219,2023-04-11,376.6,21931068.0,0700.HK
220,2023-04-11,12.28,52108705.0,1810.HK
221,2023-04-11,4.19,238589850.0,1398.HK
222,2023-06-07,11.06,43826349.0,1810.HK
223,2023-06-07,4.3,138165536.0,1398.HK
224,2023-06-08,334.8,13133723.0,0700.HK
225,2023-06-08,10.88,47078257.0,1810.HK
226,2023-06-08,4.34,143479250.0,1398.HK
227,2023-06-09,336.0,16184167.0,0700.HK
228,2023-06-09,10.84,45289854.0,1810.HK
229,2023-06-09,4.34,115975825.0,1398.HK
230,2023-06-12,10.66,55855012.0,1810.HK
231,2023-06-12,338.4,13488760.0,0700.HK
232,2023-06-12,4.33,181527647.0,1398.HK
233,2023-06-13,344.8,23119808.0,0700.HK
234,2023-06-13,4.25,326274159.0,1398.HK
235,2023-06-13,10.94,70037515.0,1810.HK
236,2023-06-14,345.6,22081967.0,0700.HK
237,2023-06-14,10.86,53239286.0,1810.HK
238,2023-06-14,4.15,442669757.0,1398.HK
239,2023-06-15,11.06,69380544.0,1810.HK
240,2023-06-15,355.0,25008358.0,0700.HK
241,2023-06-15,4.17,277010186.0,1398.HK
242,2023-06-16,11.08,96858038.0,1810.HK
243,2023-06-16,363.0,35853943.0,0700.HK
244,2023-06-16,4.21,328021658.0,1398.HK
245,2023-06-19,357.2,20273905.0,0700.HK
246,2023-06-19,4.18,192042607.0,1398.HK
247,2023-06-19,10.92,62563818.0,1810.HK
248,2023-06-20,350.0,16283873.0,0700.HK
249,2023-06-20,10.6,72426672.0,1810.HK
250,2023-06-20,4.17,235233878.0,1398.HK
251,2023-06-21,10.28,75818523.0,1810.HK
252,2023-06-21,340.4,19304438.0,0700.HK
253,2023-06-21,4.16,241636902.0,1398.HK
254,2023-06-23,9.99,56294874.0,1810.HK
255,2023-06-23,337.0,13898721.0,0700.HK
256,2023-06-23,4.13,179933946.0,1398.HK
257,2023-06-26,332.8,18157220.0,0700.HK
258,2023-06-26,4.11,266470090.0,1398.HK
259,2023-06-26,10.42,111054264.0,1810.HK
260,2023-06-27,341.4,17490624.0,0700.HK
261,2023-02-13,13.14,94004353.0,1810.HK
262,2023-02-13,386.6,20355691.0,0700.HK
263,2023-02-13,4.03,171671856.0,1398.HK
264,2023-02-14,13.02,35257461.0,1810.HK
265,2023-02-14,378.6,17932457.0,0700.HK
266,2023-02-14,4.03,147352144.0,1398.HK
267,2023-02-15,377.0,16498472.0,0700.HK
268,2023-02-15,13.04,64885344.0,1810.HK
269,2023-02-15,3.98,303483018.0,1398.HK
270,2023-02-16,13.14,74662669.0,1810.HK
271,2023-02-16,382.6,21914350.0,0700.HK
272,2023-02-16,3.98,240713771.0,1398.HK
273,2023-02-17,12.7,75713458.0,1810.HK
274,2023-02-17,373.8,17721575.0,0700.HK
275,2023-02-17,4.0,224799168.0,1398.HK
276,2023-02-20,12.84,46286725.0,1810.HK
277,2023-02-20,377.0,12312675.0,0700.HK
278,2023-02-20,4.03,234653980.0,1398.HK
279,2023-02-21,361.8,29313236.0,0700.HK
280,2023-02-21,12.56,62268840.0,1810.HK
281,2023-02-22,356.0,33151555.0,0700.HK
282,2023-02-21,4.03,135495543.0,1398.HK
283,2023-02-22,12.24,86113597.0,1810.HK
284,2023-02-22,4.01,139543630.0,1398.HK
285,2023-02-23,12.14,53332904.0,1810.HK
286,2023-02-23,356.0,19433112.0,0700.HK
287,2023-02-23,4.02,140377304.0,1398.HK
288,2023-02-24,12.0,76140115.0,1810.HK
289,2023-02-24,349.4,24415893.0,0700.HK
290,2023-02-24,3.99,206742485.0,1398.HK
291,2023-02-27,349.4,20480043.0,0700.HK
292,2023-02-27,3.95,132506979.0,1398.HK
293,2023-02-27,11.86,78381408.0,1810.HK
294,2023-02-28,343.6,26006206.0,0700.HK
295,2023-02-28,11.86,67656036.0,1810.HK
296,2023-02-28,3.92,234160382.0,1398.HK
297,2023-03-01,12.6,85423517.0,1810.HK
298,2023-03-01,368.8,35607254.0,0700.HK
299,2023-03-01,4.04,276650060.0,1398.HK
300,2023-08-22,11.48,53543733.0,1810.HK
301,2023-08-22,319.0,24679965.0,0700.HK
302,2023-08-22,3.4,312832612.0,1398.HK
303,2023-08-23,318.0,17244848.0,0700.HK
304,2023-08-23,11.74,76713639.0,1810.HK
305,2023-08-23,3.42,229353234.0,1398.HK
306,2023-08-24,12.14,84641753.0,1810.HK
307,2023-08-24,325.2,22340826.0,0700.HK
308,2023-08-24,3.45,216303897.0,1398.HK
309,2023-08-25,12.1,43383467.0,1810.HK
310,2023-08-25,320.0,12542511.0,0700.HK
311,2023-08-25,3.46,207713213.0,1398.HK
312,2023-08-28,12.2,66031713.0,1810.HK
313,2023-08-28,325.2,19402834.0,0700.HK
314,2023-08-28,3.51,244114203.0,1398.HK
315,2023-08-29,329.4,15382479.0,0700.HK
316,2023-08-29,12.38,66423181.0,1810.HK
317,2023-08-29,3.59,346986717.0,1398.HK
318,2023-08-30,12.46,145583131.0,1810.HK
319,2023-08-30,325.8,15190035.0,0700.HK
320,2023-08-30,3.57,336774337.0,1398.HK
321,2023-08-31,12.36,101008498.0,1810.HK
322,2023-08-31,325.0,49737237.0,0700.HK
323,2023-08-31,3.6,817327216.0,1398.HK
324,2023-09-04,12.42,123292187.0,1810.HK
325,2023-09-04,333.4,30748869.0,0700.HK
326,2023-09-04,3.73,629620119.0,1398.HK
327,2023-09-05,329.0,13250752.0,0700.HK
328,2023-09-05,11.6,149734406.0,1810.HK
329,2023-09-05,3.68,252233724.0,1398.HK
330,2023-09-06,11.76,99746238.0,1810.HK
331,2023-09-06,327.6,16488562.0,0700.HK
332,2023-09-06,3.74,307058008.0,1398.HK
333,2023-09-07,11.9,81913109.0,1810.HK
334,2023-09-07,321.6,16724228.0,0700.HK
335,2023-09-07,3.77,356783232.0,1398.HK
336,2023-09-11,11.7,134256350.0,1810.HK
337,2023-09-11,324.0,18808064.0,0700.HK
338,2023-09-11,3.75,308247176.0,1398.HK
339,2023-04-12,12.14,41027945.0,1810.HK
340,2023-04-12,357.2,40470596.0,0700.HK
341,2023-04-12,4.23,154918559.0,1398.HK
342,2023-04-13,363.2,24956481.0,0700.HK
343,2023-04-13,12.18,43513614.0,1810.HK
344,2023-04-13,4.24,156749951.0,1398.HK
345,2023-04-14,12.22,56409308.0,1810.HK
346,2023-04-14,365.4,12744724.0,0700.HK
347,2023-04-14,4.25,137196709.0,1398.HK
348,2023-04-17,12.66,76153354.0,1810.HK
349,2023-04-17,371.0,15710199.0,0700.HK
350,2023-04-17,4.32,256424312.0,1398.HK
351,2023-04-18,12.44,47058837.0,1810.HK
352,2023-04-18,365.4,13686354.0,0700.HK
353,2023-04-18,4.29,230468469.0,1398.HK
354,2023-04-19,357.2,16279391.0,0700.HK
355,2023-04-19,11.9,68144926.0,1810.HK
356,2023-04-19,4.29,161067782.0,1398.HK
357,2023-04-20,11.96,53134376.0,1810.HK
358,2023-04-20,357.0,10530854.0,0700.HK
359,2023-04-20,4.3,149893142.0,1398.HK
360,2023-04-21,11.54,73509272.0,1810.HK
361,2023-04-21,349.2,16523648.0,0700.HK
362,2023-04-21,4.26,196489986.0,1398.HK
363,2023-04-24,11.38,68513619.0,1810.HK
364,2023-04-24,345.0,20470625.0,0700.HK
365,2023-04-24,4.22,190168120.0,1398.HK
366,2023-04-25,338.4,20949955.0,0700.HK
367,2023-04-25,4.21,139549842.0,1398.HK
368,2023-04-25,10.94,91436900.0,1810.HK
369,2023-04-26,348.2,25018346.0,0700.HK
370,2023-04-26,11.04,53680228.0,1810.HK
371,2023-04-26,4.2,154338332.0,1398.HK
372,2023-04-27,11.06,46155383.0,1810.HK
373,2023-04-27,345.0,14757831.0,0700.HK
374,2023-04-27,4.22,210476107.0,1398.HK
375,2023-04-28,11.06,46222658.0,1810.HK
376,2023-04-28,344.4,15394102.0,0700.HK
377,2023-04-28,4.22,284844110.0,1398.HK
378,2023-03-02,12.52,59850698.0,1810.HK
379,2023-03-02,362.8,14796574.0,0700.HK
380,2023-03-02,4.06,227208559.0,1398.HK
381,2023-03-03,367.6,17784504.0,0700.HK
382,2023-03-03,4.1,191971906.0,1398.HK
383,2023-03-03,12.62,42967550.0,1810.HK
384,2023-03-06,363.0,12628083.0,0700.HK
385,2023-03-06,12.5,51800047.0,1810.HK
386,2023-03-06,4.13,163399856.0,1398.HK
387,2023-03-07,12.52,49693351.0,1810.HK
388,2023-03-07,357.0,17037998.0,0700.HK
389,2023-03-07,4.16,330921090.0,1398.HK
390,2023-03-08,12.0,95668955.0,1810.HK
391,2023-03-08,349.6,21208344.0,0700.HK
392,2023-03-08,4.14,254181206.0,1398.HK
393,2023-03-09,11.8,43262911.0,1810.HK
394,2023-03-09,340.2,17274863.0,0700.HK
395,2023-03-09,4.1,207466329.0,1398.HK
396,2023-03-10,331.6,37596411.0,0700.HK
397,2023-03-10,11.36,174828294.0,1810.HK
398,2023-03-10,4.06,330930499.0,1398.HK
399,2023-03-13,344.8,27127633.0,0700.HK
400,2023-03-13,11.54,84770834.0,1810.HK
401,2023-03-13,4.16,288944198.0,1398.HK
402,2023-03-14,341.6,21324692.0,0700.HK
403,2023-03-14,11.0,93481420.0,1810.HK
404,2023-03-14,4.12,280600748.0,1398.HK
405,2023-03-15,344.6,16570551.0,0700.HK
406,2023-03-15,10.92,111444518.0,1810.HK
407,2023-03-15,4.24,283998592.0,1398.HK
408,2023-03-16,336.0,23728825.0,0700.HK
409,2023-03-16,10.9,59238657.0,1810.HK
410,2023-03-16,4.23,267363697.0,1398.HK
411,2023-03-17,339.4,29033159.0,0700.HK
412,2023-03-17,11.34,96516397.0,1810.HK
413,2023-03-17,4.25,368734553.0,1398.HK
414,2023-03-20,334.8,20437066.0,0700.HK
415,2023-03-20,11.02,79733626.0,1810.HK
416,2023-03-20,4.21,178187270.0,1398.HK
417,2023-09-12,322.0,10399333.0,0700.HK
418,2023-09-12,11.88,79622506.0,1810.HK
419,2023-09-12,3.77,180754456.0,1398.HK
420,2023-09-13,320.2,10662703.0,0700.HK
421,2023-09-13,11.92,54092771.0,1810.HK
422,2023-09-13,3.75,295869721.0,1398.HK
423,2023-09-14,319.8,10153112.0,0700.HK
424,2023-09-14,12.24,81192176.0,1810.HK
425,2023-09-14,3.79,274404409.0,1398.HK
426,2023-09-15,317.2,19218155.0,0700.HK
427,2023-09-15,12.22,69536968.0,1810.HK
428,2023-09-15,3.8,366935288.0,1398.HK
429,2023-09-18,312.2,14736625.0,0700.HK
430,2023-09-18,11.92,45023516.0,1810.HK
431,2023-09-18,3.75,221671313.0,1398.HK
432,2023-09-19,312.4,15579978.0,0700.HK
433,2023-09-19,11.94,29536286.0,1810.HK
434,2023-09-19,3.82,269533597.0,1398.HK
435,2023-09-20,309.2,13663748.0,0700.HK
436,2023-09-20,11.8,48861190.0,1810.HK
437,2023-09-20,3.8,230980912.0,1398.HK
438,2023-09-21,303.0,19116385.0,0700.HK
439,2023-09-21,11.68,46865077.0,1810.HK
440,2023-09-21,3.76,348696431.0,1398.HK
441,2023-09-22,313.6,21236877.0,0700.HK
442,2023-09-22,12.06,50724271.0,1810.HK
443,2023-09-22,3.81,245368556.0,1398.HK
444,2023-09-25,304.4,18307015.0,0700.HK
445,2023-09-25,11.84,34412095.0,1810.HK
446,2023-09-25,3.75,225999218.0,1398.HK
447,2023-09-26,300.0,15924558.0,0700.HK
448,2023-09-26,11.66,43912124.0,1810.HK
449,2023-09-26,3.7,231317116.0,1398.HK
450,2023-09-27,302.0,14203461.0,0700.HK
451,2023-09-27,11.84,65245278.0,1810.HK
452,2023-09-27,3.74,166651605.0,1398.HK
453,2023-09-28,297.4,15604031.0,0700.HK
454,2023-05-02,345.8,8648798.0,0700.HK
455,2023-05-02,4.2,130162079.0,1398.HK
456,2023-05-03,339.4,10551544.0,0700.HK
457,2023-05-02,11.02,28750297.0,1810.HK
458,2023-05-03,10.84,39040498.0,1810.HK
459,2023-05-03,4.16,135388593.0,1398.HK
460,2023-05-04,337.8,17579228.0,0700.HK
461,2023-05-04,10.94,46929937.0,1810.HK
462,2023-05-04,4.37,429356016.0,1398.HK
463,2023-05-05,342.8,14814925.0,0700.HK
464,2023-05-05,11.16,54652158.0,1810.HK
465,2023-05-05,4.47,482576130.0,1398.HK
466,2023-05-08,340.8,10715881.0,0700.HK
467,2023-05-08,4.67,645869766.0,1398.HK
468,2023-05-09,328.4,23541440.0,0700.HK
469,2023-05-08,11.52,80207601.0,1810.HK
470,2023-05-09,11.32,50509669.0,1810.HK
471,2023-05-09,4.61,575101809.0,1398.HK
472,2023-05-10,11.3,33805521.0,1810.HK
473,2023-05-10,329.6,15572919.0,0700.HK
474,2023-05-10,4.47,396054057.0,1398.HK
475,2023-05-11,11.22,44549242.0,1810.HK
476,2023-05-11,326.4,17571687.0,0700.HK
477,2023-05-11,4.42,277928846.0,1398.HK
478,2023-05-12,328.2,17991214.0,0700.HK
479,2023-05-12,4.33,315117973.0,1398.HK
480,2023-05-12,11.02,44999422.0,1810.HK
481,2023-05-15,341.0,23740493.0,0700.HK
482,2023-05-15,11.12,46322771.0,1810.HK
483,2023-05-15,4.42,412372458.0,1398.HK
484,2023-05-16,11.22,37665723.0,1810.HK
485,2023-05-16,344.8,14121222.0,0700.HK
486,2023-05-16,4.42,97420412.0,1398.HK
487,2023-05-17,10.84,35051967.0,1810.HK
488,2023-05-17,342.8,19562717.0,0700.HK
489,2023-05-17,4.37,232920948.0,1398.HK
490,2023-05-18,10.98,41337058.0,1810.HK
491,2023-05-18,339.8,34412000.0,0700.HK
492,2023-05-18,4.45,248785011.0,1398.HK
493,2023-11-07,15.82,100277922.0,1810.HK
494,2023-11-07,308.6,13397743.0,0700.HK
495,2023-11-07,3.73,190605813.0,1398.HK
496,2023-11-08,308.4,12879809.0,0700.HK
497,2023-11-08,3.71,139666955.0,1398.HK
498,2023-11-09,306.8,10272208.0,0700.HK
499,2023-11-08,16.14,141748758.0,1810.HK
500,2023-11-09,16.52,162320904.0,1810.HK
501,2023-11-09,3.71,71881453.0,1398.HK
502,2023-11-10,302.8,9871831.0,0700.HK
503,2023-11-10,16.04,166672948.0,1810.HK
504,2023-11-10,3.68,128215976.0,1398.HK
505,2023-11-13,309.8,13586029.0,0700.HK
506,2023-11-13,16.22,151924036.0,1810.HK
507,2023-11-13,3.72,146968935.0,1398.HK
508,2023-11-14,307.8,12477388.0,0700.HK
509,2023-11-14,3.74,155959721.0,1398.HK
510,2023-11-15,322.6,32454690.0,0700.HK
511,2023-11-14,15.86,121612690.0,1810.HK
512,2023-11-15,16.8,180686655.0,1810.HK
513,2023-11-15,3.86,260901823.0,1398.HK
514,2023-11-16,324.8,35296026.0,0700.HK
515,2023-11-16,15.7,274424480.0,1810.HK
516,2023-11-16,3.82,96949779.0,1398.HK
517,2023-11-17,315.2,21970164.0,0700.HK
518,2023-11-17,15.94,137007416.0,1810.HK
519,2023-11-17,3.75,156398933.0,1398.HK
520,2023-11-20,326.6,27782719.0,0700.HK
521,2023-11-20,3.83,143975679.0,1398.HK
522,2023-11-21,324.8,24188659.0,0700.HK
523,2023-11-20,16.18,136253912.0,1810.HK
524,2023-11-21,15.38,245013470.0,1810.HK
525,2023-11-21,3.79,158102559.0,1398.HK
526,2023-11-22,324.4,14169841.0,0700.HK
527,2023-11-22,15.12,192073449.0,1810.HK
528,2023-11-22,3.8,60718192.0,1398.HK
529,2023-11-23,329.2,14531153.0,0700.HK
530,2023-11-23,15.44,114048365.0,1810.HK
531,2023-11-23,3.85,115217596.0,1398.HK
532,2023-09-28,11.72,53805707.0,1810.HK
533,2023-09-28,3.7,256509231.0,1398.HK
534,2023-09-29,306.2,11252646.0,0700.HK
535,2023-09-29,12.34,78531382.0,1810.HK
536,2023-09-29,3.77,233478337.0,1398.HK
537,2023-10-03,300.6,15122710.0,0700.HK
538,2023-10-03,11.98,34551749.0,1810.HK
539,2023-10-03,3.59,295613538.0,1398.HK
540,2023-10-04,297.6,10942209.0,0700.HK
541,2023-10-04,11.86,29326117.0,1810.HK
542,2023-10-04,3.61,180928145.0,1398.HK
543,2023-10-05,299.8,10801914.0,0700.HK
544,2023-10-05,11.68,34395661.0,1810.HK
545,2023-10-05,3.6,137405790.0,1398.HK
546,2023-10-06,305.2,11076858.0,0700.HK
547,2023-10-06,11.88,20332229.0,1810.HK
548,2023-10-06,3.66,137863261.0,1398.HK
549,2023-10-09,307.0,11396304.0,0700.HK
550,2023-10-09,11.94,26946882.0,1810.HK
551,2023-10-09,3.68,105503037.0,1398.HK
552,2023-10-10,308.2,16445252.0,0700.HK
553,2023-10-10,12.28,83964556.0,1810.HK
554,2023-10-10,3.71,124645952.0,1398.HK
555,2023-10-11,311.0,16424531.0,0700.HK
556,2023-10-11,12.3,78874600.0,1810.HK
557,2023-10-11,3.74,175540685.0,1398.HK
558,2023-10-12,316.6,13451541.0,0700.HK
